file_name,timestamp,period,mm_5min,mm_hr,category,recorder,location,extension,year,month,day,hour,minute,second,wet
SMM00894_20230220_093000_0-2_light_morning.wav,2023-02-20 09:30:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,20,9,30,0,
SMM00894_20230223_084000_0-0_no-rain_morning.wav,2023-02-23 08:40:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,23,8,40,0,
SMM00894_20230401_233500_0-0_no-rain_night.wav,2023-04-01 23:35:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,1,23,35,0,
SMM00894_20230407_074500_0-2_light_morning.wav,2023-04-07 07:45:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,7,7,45,0,
SMM00894_20230217_092500_0-0_no-rain_morning.wav,2023-02-17 09:25:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,17,9,25,0,
SMM00894_20230421_230500_0-0_no-rain_night.wav,2023-04-21 23:05:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,21,23,5,0,
SMM00894_20230217_002500_0-2_light_night.wav,2023-02-17 00:25:00,overnight,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,17,0,25,0,
SMM00894_20230220_181500_0-2_light_night.wav,2023-02-20 18:15:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,20,18,15,0,
SMM00894_20230307_220000_0-4_moderate_night.wav,2023-03-07 22:00:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,7,22,0,0,
SMM00894_20230426_072500_0-0_no-rain_morning.wav,2023-04-26 07:25:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,26,7,25,0,
SMM00894_20230427_184500_0-0_no-rain_night.wav,2023-04-27 18:45:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,27,18,45,0,
SMM00894_20230428_001000_0-0_no-rain_night.wav,2023-04-28 00:10:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,28,0,10,0,
SMM00894_20230419_105500_0-0_no-rain_morning.wav,2023-04-19 10:55:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,19,10,55,0,
SMM00894_20230407_223000_0-2_light_night.wav,2023-04-07 22:30:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,7,22,30,0,
SMM00894_20230511_010500_0-2_light_night.wav,2023-05-11 01:05:00,overnight,0.2,2.4,light,SMM00894,IDSM,.wav,2023,5,11,1,5,0,
SMM00894_20230218_202500_0-0_no-rain_night.wav,2023-02-18 20:25:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,18,20,25,0,
SMM00894_20230401_092500_0-2_light_morning.wav,2023-04-01 09:25:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,1,9,25,0,
SMM00894_20230502_072500_0-0_no-rain_morning.wav,2023-05-02 07:25:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,2,7,25,0,
SMM00894_20230402_140500_0-0_no-rain_afternoon.wav,2023-04-02 14:05:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,2,14,5,0,
SMM00894_20230506_042500_0-4_moderate_night.wav,2023-05-06 04:25:00,overnight,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,5,6,4,25,0,
SMM00894_20230516_080500_0-2_light_morning.wav,2023-05-16 08:05:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,5,16,8,5,0,
SMM00894_20230417_041000_0-8_moderate_night.wav,2023-04-17 04:10:00,overnight,0.8,9.6,moderate,SMM00894,IDSM,.wav,2023,4,17,4,10,0,
SMM00894_20230319_214500_0-2_light_night.wav,2023-03-19 21:45:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,3,19,21,45,0,
SMM00894_20230227_015000_0-0_no-rain_night.wav,2023-02-27 01:50:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,27,1,50,0,
SMM00894_20230505_193000_6-4_violent_night.wav,2023-05-05 19:30:00,night,6.4,76.8,violent,SMM00894,IDSM,.wav,2023,5,5,19,30,0,
SMM00894_20230301_162500_0-0_no-rain_afternoon.wav,2023-03-01 16:25:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,1,16,25,0,FALSE
SMM00894_20230516_101000_1-2_heavy_morning.wav,2023-05-16 10:10:00,morning,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,5,16,10,10,0,
SMM00894_20230516_104000_0-4_moderate_morning.wav,2023-05-16 10:40:00,morning,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,5,16,10,40,0,
SMM00894_20230308_192500_0-0_no-rain_night.wav,2023-03-08 19:25:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,8,19,25,0,
SMM00894_20230423_155000_0-0_no-rain_afternoon.wav,2023-04-23 15:50:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,23,15,50,0,
SMM00894_20230305_025000_0-0_no-rain_night.wav,2023-03-05 02:50:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,5,2,50,0,
SMM00894_20230416_074000_0-0_no-rain_morning.wav,2023-04-16 07:40:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,16,7,40,0,
SMM00894_20230228_212500_0-0_no-rain_night.wav,2023-02-28 21:25:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,28,21,25,0,
SMM00894_20230502_102000_0-6_moderate_morning.wav,2023-05-02 10:20:00,morning,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,5,2,10,20,0,TRUE
SMM00894_20230220_182500_0-2_light_night.wav,2023-02-20 18:25:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,20,18,25,0,
SMM00894_20230508_112000_5-8_violent_morning.wav,2023-05-08 11:20:00,morning,5.8,69.6,violent,SMM00894,IDSM,.wav,2023,5,8,11,20,0,
SMM00894_20230401_083500_0-2_light_morning.wav,2023-04-01 08:35:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,1,8,35,0,
SMM00894_20230219_171500_11-8_violent_afternoon.wav,2023-02-19 17:15:00,afternoon,11.8,141.6,violent,SMM00894,IDSM,.wav,2023,2,19,17,15,0,
SMM00894_20230401_215500_0-0_no-rain_night.wav,2023-04-01 21:55:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,1,21,55,0,
SMM00894_20230304_145500_0-0_no-rain_afternoon.wav,2023-03-04 14:55:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,4,14,55,0,
SMM00894_20230401_110500_0-8_moderate_morning.wav,2023-04-01 11:05:00,morning,0.8,9.6,moderate,SMM00894,IDSM,.wav,2023,4,1,11,5,0,
SMM00894_20230413_230000_0-2_light_night.wav,2023-04-13 23:00:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,13,23,0,0,
SMM00894_20230227_190500_0-2_light_night.wav,2023-02-27 19:05:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,27,19,5,0,
SMM00894_20230516_083000_0-2_light_morning.wav,2023-05-16 08:30:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,5,16,8,30,0,
SMM00894_20230411_062500_0-0_no-rain_morning.wav,2023-04-11 06:25:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,11,6,25,0,
SMM00894_20230219_200000_0-2_light_night.wav,2023-02-19 20:00:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,19,20,0,0,
SMM00894_20230504_144000_0-0_no-rain_afternoon.wav,2023-05-04 14:40:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,4,14,40,0,FALSE
SMM00894_20230412_145000_0-0_no-rain_afternoon.wav,2023-04-12 14:50:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,12,14,50,0,
SMM00894_20230329_173000_0-4_moderate_afternoon.wav,2023-03-29 17:30:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,29,17,30,0,
SMM00894_20230222_232500_0-0_no-rain_night.wav,2023-02-22 23:25:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,22,23,25,0,
SMM00894_20230511_235000_0-0_no-rain_night.wav,2023-05-11 23:50:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,11,23,50,0,
SMM00894_20230301_133000_2-4_heavy_afternoon.wav,2023-03-01 13:30:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,3,1,13,30,0,
SMM00894_20230411_121000_1-0_heavy_afternoon.wav,2023-04-11 12:10:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,11,12,10,0,
SMM00894_20230409_231000_0-4_moderate_night.wav,2023-04-09 23:10:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,9,23,10,0,
SMM00894_20230401_141000_0-4_moderate_afternoon.wav,2023-04-01 14:10:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,1,14,10,0,
SMM00894_20230515_223500_0-0_no-rain_night.wav,2023-05-15 22:35:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,15,22,35,0,FALSE
SMM00894_20230416_213000_0-0_no-rain_night.wav,2023-04-16 21:30:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,16,21,30,0,
SMM00894_20230312_193500_0-0_no-rain_night.wav,2023-03-12 19:35:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,12,19,35,0,
SMM00894_20230512_162500_0-0_no-rain_afternoon.wav,2023-05-12 16:25:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,12,16,25,0,FALSE
SMM00894_20230511_003500_0-4_moderate_night.wav,2023-05-11 00:35:00,overnight,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,5,11,0,35,0,
SMM00894_20230428_183500_0-0_no-rain_night.wav,2023-04-28 18:35:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,28,18,35,0,
SMM00894_20230426_171000_0-0_no-rain_afternoon.wav,2023-04-26 17:10:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,26,17,10,0,
SMM00894_20230404_132000_0-4_moderate_afternoon.wav,2023-04-04 13:20:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,4,13,20,0,
SMM00894_20230515_225000_0-4_moderate_night.wav,2023-05-15 22:50:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,5,15,22,50,0,
SMM00894_20230214_194500_0-2_light_night.wav,2023-02-14 19:45:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,14,19,45,0,
SMM00894_20230307_215500_0-4_moderate_night.wav,2023-03-07 21:55:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,7,21,55,0,
SMM00894_20230327_010500_0-2_light_night.wav,2023-03-27 01:05:00,overnight,0.2,2.4,light,SMM00894,IDSM,.wav,2023,3,27,1,5,0,
SMM00894_20230324_062500_0-4_moderate_morning.wav,2023-03-24 06:25:00,morning,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,24,6,25,0,
SMM00894_20230417_025000_0-6_moderate_night.wav,2023-04-17 02:50:00,overnight,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,4,17,2,50,0,
SMM00894_20230409_114500_0-0_no-rain_morning.wav,2023-04-09 11:45:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,9,11,45,0,
SMM00894_20230220_092000_0-4_moderate_morning.wav,2023-02-20 09:20:00,morning,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,2,20,9,20,0,
SMM00894_20230321_225500_0-0_no-rain_night.wav,2023-03-21 22:55:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,21,22,55,0,
SMM00894_20230414_000000_0-2_light_night.wav,2023-04-14 00:00:00,overnight,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,14,0,0,0,
SMM00894_20230303_022500_0-0_no-rain_night.wav,2023-03-03 02:25:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,3,2,25,0,
SMM00894_20230313_011500_0-0_no-rain_night.wav,2023-03-13 01:15:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,13,1,15,0,
SMM00894_20230220_150500_0-4_moderate_afternoon.wav,2023-02-20 15:05:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,2,20,15,5,0,
SMM00894_20230313_081500_0-0_no-rain_morning.wav,2023-03-13 08:15:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,13,8,15,0,
SMM00894_20230515_013000_0-0_no-rain_night.wav,2023-05-15 01:30:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,15,1,30,0,
SMM00894_20230417_041500_1-0_heavy_night.wav,2023-04-17 04:15:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,4,15,0,
SMM00894_20230308_203000_0-0_no-rain_night.wav,2023-03-08 20:30:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,8,20,30,0,
SMM00894_20230602_091000_0-0_no-rain_morning.wav,2023-06-02 09:10:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,6,2,9,10,0,
SMM00894_20230214_195000_0-4_moderate_night.wav,2023-02-14 19:50:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,2,14,19,50,0,
SMM00894_20230220_110500_0-2_light_morning.wav,2023-02-20 11:05:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,20,11,5,0,
SMM00894_20230310_214500_0-4_moderate_night.wav,2023-03-10 21:45:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,10,21,45,0,
SMM00894_20230301_184000_0-0_no-rain_night.wav,2023-03-01 18:40:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,1,18,40,0,
SMM00894_20230216_160000_0-0_no-rain_afternoon.wav,2023-02-16 16:00:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,16,16,0,0,
SMM00894_20230220_132500_0-4_moderate_afternoon.wav,2023-02-20 13:25:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,2,20,13,25,0,
SMM00894_20230407_025000_0-0_no-rain_night.wav,2023-04-07 02:50:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,7,2,50,0,
SMM00894_20230417_032500_0-4_moderate_night.wav,2023-04-17 03:25:00,overnight,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,17,3,25,0,
SMM00894_20230402_035000_0-0_no-rain_night.wav,2023-04-02 03:50:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,2,3,50,0,
SMM00894_20230424_183500_0-6_moderate_night.wav,2023-04-24 18:35:00,night,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,4,24,18,35,0,
SMM00894_20230401_111000_0-4_moderate_morning.wav,2023-04-01 11:10:00,morning,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,1,11,10,0,
SMM00894_20230228_142000_0-0_no-rain_afternoon.wav,2023-02-28 14:20:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,28,14,20,0,
SMM00894_20230221_082500_0-0_no-rain_morning.wav,2023-02-21 08:25:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,21,8,25,0,
SMM00894_20230407_101500_0-0_no-rain_morning.wav,2023-04-07 10:15:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,7,10,15,0,FALSE
SMM00894_20230216_211000_0-2_light_night.wav,2023-02-16 21:10:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,16,21,10,0,
SMM00894_20230509_094000_0-0_no-rain_morning.wav,2023-05-09 09:40:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,9,9,40,0,
SMM00894_20230414_123000_0-0_no-rain_afternoon.wav,2023-04-14 12:30:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,14,12,30,0,FALSE
SMM00894_20230417_031500_0-6_moderate_night.wav,2023-04-17 03:15:00,overnight,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,4,17,3,15,0,
SMM00894_20230401_211000_0-0_no-rain_night.wav,2023-04-01 21:10:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,1,21,10,0,
SMM00894_20230504_130500_0-4_moderate_afternoon.wav,2023-05-04 13:05:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,5,4,13,5,0,
SMM00894_20230516_091500_1-4_heavy_morning.wav,2023-05-16 09:15:00,morning,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,5,16,9,15,0,
SMM00894_20230215_150500_0-2_light_afternoon.wav,2023-02-15 15:05:00,afternoon,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,15,15,5,0,
SMM00894_20230223_194500_0-0_no-rain_night.wav,2023-02-23 19:45:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,23,19,45,0,
SMM00894_20230307_222500_0-6_moderate_night.wav,2023-03-07 22:25:00,night,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,3,7,22,25,0,
SMM00894_20230508_100000_0-2_light_morning.wav,2023-05-08 10:00:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,5,8,10,0,0,
SMM00894_20230228_080000_0-0_no-rain_morning.wav,2023-02-28 08:00:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,28,8,0,0,
SMM00894_20230417_025500_0-6_moderate_night.wav,2023-04-17 02:55:00,overnight,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,4,17,2,55,0,
SMM00894_20230221_015000_0-0_no-rain_night.wav,2023-02-21 01:50:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,21,1,50,0,
SMM00894_20230303_162500_0-0_no-rain_afternoon.wav,2023-03-03 16:25:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,3,16,25,0,
SMM00894_20230508_215000_0-0_no-rain_night.wav,2023-05-08 21:50:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,8,21,50,0,
SMM00894_20230410_223000_0-0_no-rain_night.wav,2023-04-10 22:30:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,10,22,30,0,
SMM00894_20230220_181000_0-2_light_night.wav,2023-02-20 18:10:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,20,18,10,0,
SMM00894_20230503_113000_0-0_no-rain_morning.wav,2023-05-03 11:30:00,morning,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,3,11,30,0,
SMM00894_20230506_044500_0-6_moderate_night.wav,2023-05-06 04:45:00,overnight,0.6,7.2,moderate,SMM00894,IDSM,.wav,2023,5,6,4,45,0,
SMM00894_20230420_191000_0-0_no-rain_night.wav,2023-04-20 19:10:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,20,19,10,0,
SMM00894_20230227_201500_0-4_moderate_night.wav,2023-02-27 20:15:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,2,27,20,15,0,
SMM00894_20230410_160500_0-0_no-rain_afternoon.wav,2023-04-10 16:05:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,10,16,5,0,
SMM00894_20230424_180500_0-4_moderate_night.wav,2023-04-24 18:05:00,night,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,24,18,5,0,
SMM00894_20230404_001000_0-0_no-rain_night.wav,2023-04-04 00:10:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,4,0,10,0,
SMM00894_20230407_232000_0-2_light_night.wav,2023-04-07 23:20:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,7,23,20,0,
SMM00894_20230404_013500_0-0_no-rain_night.wav,2023-04-04 01:35:00,overnight,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,4,1,35,0,
SMM00894_20230220_153000_1-0_heavy_afternoon.wav,2023-02-20 15:30:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,2,20,15,30,0,
SMM00894_20230515_214000_0-0_no-rain_night.wav,2023-05-15 21:40:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,15,21,40,0,
SMM00894_20230513_190500_0-0_no-rain_night.wav,2023-05-13 19:05:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,13,19,5,0,
SMM00894_20230312_130500_0-4_moderate_afternoon.wav,2023-03-12 13:05:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,12,13,5,0,
SMM00894_20230418_123500_0-0_no-rain_afternoon.wav,2023-04-18 12:35:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,4,18,12,35,0,
SMM00894_20230416_232000_0-2_light_night.wav,2023-04-16 23:20:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,16,23,20,0,
SMM00894_20230303_201500_0-0_no-rain_night.wav,2023-03-03 20:15:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,3,3,20,15,0,
SMM00894_20230508_132000_0-0_no-rain_afternoon.wav,2023-05-08 13:20:00,afternoon,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,5,8,13,20,0,FALSE
SMM00894_20230329_174000_0-4_moderate_afternoon.wav,2023-03-29 17:40:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,3,29,17,40,0,
SMM00894_20230221_182500_0-0_no-rain_night.wav,2023-02-21 18:25:00,night,0.0,0.0,no-rain,SMM00894,IDSM,.wav,2023,2,21,18,25,0,
SMM00894_20230408_140500_0-4_moderate_afternoon.wav,2023-04-08 14:05:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,4,8,14,5,0,
SMM00894_20230401_102500_0-2_light_morning.wav,2023-04-01 10:25:00,morning,0.2,2.4,light,SMM00894,IDSM,.wav,2023,4,1,10,25,0,
SMM00894_20230220_190500_0-2_light_night.wav,2023-02-20 19:05:00,night,0.2,2.4,light,SMM00894,IDSM,.wav,2023,2,20,19,5,0,
SMM00894_20230224_131500_0-4_moderate_afternoon.wav,2023-02-24 13:15:00,afternoon,0.4,4.8,moderate,SMM00894,IDSM,.wav,2023,2,24,13,15,0,TRUE
