file_name,timestamp,period,mm_5min,mm_hr,category,recorder,location,extension,year,month,day,hour,minute,second,wet
SMM00894_20230220_135500_1-0_heavy_afternoon.wav,2023-02-20 13:55:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,2,20,13,55,0,
SMM00894_20230220_143000_1-6_heavy_afternoon.wav,2023-02-20 14:30:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,2,20,14,30,0,
SMM00894_20230220_143500_2-0_heavy_afternoon.wav,2023-02-20 14:35:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,2,20,14,35,0,
SMM00894_20230220_144000_2-6_heavy_afternoon.wav,2023-02-20 14:40:00,afternoon,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,2,20,14,40,0,
SMM00894_20230220_144500_2-2_heavy_afternoon.wav,2023-02-20 14:45:00,afternoon,2.2,26.4,heavy,SMM00894,IDSM,.wav,2023,2,20,14,45,0,
SMM00894_20230220_145000_1-8_heavy_afternoon.wav,2023-02-20 14:50:00,afternoon,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,2,20,14,50,0,
SMM00894_20230220_153000_1-0_heavy_afternoon.wav,2023-02-20 15:30:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,2,20,15,30,0,
SMM00894_20230224_110000_1-0_heavy_morning.wav,2023-02-24 11:00:00,morning,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,2,24,11,0,0,
SMM00894_20230224_110500_3-8_heavy_morning.wav,2023-02-24 11:05:00,morning,3.8,45.6,heavy,SMM00894,IDSM,.wav,2023,2,24,11,5,0,
SMM00894_20230226_040000_1-6_heavy_night.wav,2023-02-26 04:00:00,overnight,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,2,26,4,0,0,
SMM00894_20230226_040500_1-8_heavy_night.wav,2023-02-26 04:05:00,overnight,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,2,26,4,5,0,
SMM00894_20230226_041000_1-6_heavy_night.wav,2023-02-26 04:10:00,overnight,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,2,26,4,10,0,
SMM00894_20230226_042000_1-0_heavy_night.wav,2023-02-26 04:20:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,2,26,4,20,0,
SMM00894_20230301_013500_1-0_heavy_night.wav,2023-03-01 01:35:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,3,1,1,35,0,
SMM00894_20230301_014000_2-0_heavy_night.wav,2023-03-01 01:40:00,overnight,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,3,1,1,40,0,
SMM00894_20230301_014500_1-8_heavy_night.wav,2023-03-01 01:45:00,overnight,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,3,1,1,45,0,
SMM00894_20230301_015000_3-4_heavy_night.wav,2023-03-01 01:50:00,overnight,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,3,1,1,50,0,
SMM00894_20230301_020000_3-0_heavy_night.wav,2023-03-01 02:00:00,overnight,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,3,1,2,0,0,
SMM00894_20230301_020500_1-2_heavy_night.wav,2023-03-01 02:05:00,overnight,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,3,1,2,5,0,
SMM00894_20230301_131000_2-8_heavy_afternoon.wav,2023-03-01 13:10:00,afternoon,2.8,33.6,heavy,SMM00894,IDSM,.wav,2023,3,1,13,10,0,
SMM00894_20230301_132000_3-6_heavy_afternoon.wav,2023-03-01 13:20:00,afternoon,3.6,43.2,heavy,SMM00894,IDSM,.wav,2023,3,1,13,20,0,
SMM00894_20230301_133000_2-4_heavy_afternoon.wav,2023-03-01 13:30:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,3,1,13,30,0,
SMM00894_20230301_133500_1-6_heavy_afternoon.wav,2023-03-01 13:35:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,3,1,13,35,0,
SMM00894_20230304_163000_2-0_heavy_afternoon.wav,2023-03-04 16:30:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,3,4,16,30,0,
SMM00894_20230304_173000_1-6_heavy_afternoon.wav,2023-03-04 17:30:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,3,4,17,30,0,
SMM00894_20230304_173500_1-4_heavy_afternoon.wav,2023-03-04 17:35:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,3,4,17,35,0,
SMM00894_20230305_051500_1-0_heavy_night.wav,2023-03-05 05:15:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,3,5,5,15,0,
SMM00894_20230305_052000_1-0_heavy_night.wav,2023-03-05 05:20:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,3,5,5,20,0,
SMM00894_20230305_055000_1-0_heavy_night.wav,2023-03-05 05:50:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,3,5,5,50,0,
SMM00894_20230305_060000_2-0_heavy_morning.wav,2023-03-05 06:00:00,morning,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,3,5,6,0,0,
SMM00894_20230305_060500_2-4_heavy_morning.wav,2023-03-05 06:05:00,morning,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,3,5,6,5,0,
SMM00894_20230305_061000_1-6_heavy_morning.wav,2023-03-05 06:10:00,morning,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,3,5,6,10,0,
SMM00894_20230306_172500_1-2_heavy_afternoon.wav,2023-03-06 17:25:00,afternoon,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,3,6,17,25,0,
SMM00894_20230310_155500_3-0_heavy_afternoon.wav,2023-03-10 15:55:00,afternoon,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,3,10,15,55,0,
SMM00894_20230310_181500_1-2_heavy_night.wav,2023-03-10 18:15:00,night,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,3,10,18,15,0,
SMM00894_20230310_190000_2-4_heavy_night.wav,2023-03-10 19:00:00,night,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,3,10,19,0,0,
SMM00894_20230310_190500_3-0_heavy_night.wav,2023-03-10 19:05:00,night,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,3,10,19,5,0,
SMM00894_20230310_191000_3-2_heavy_night.wav,2023-03-10 19:10:00,night,3.2,38.4,heavy,SMM00894,IDSM,.wav,2023,3,10,19,10,0,
SMM00894_20230310_191500_1-8_heavy_night.wav,2023-03-10 19:15:00,night,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,3,10,19,15,0,
SMM00894_20230310_194500_1-6_heavy_night.wav,2023-03-10 19:45:00,night,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,3,10,19,45,0,
SMM00894_20230310_195500_1-0_heavy_night.wav,2023-03-10 19:55:00,night,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,3,10,19,55,0,
SMM00894_20230311_123000_2-2_heavy_afternoon.wav,2023-03-11 12:30:00,afternoon,2.2,26.4,heavy,SMM00894,IDSM,.wav,2023,3,11,12,30,0,
SMM00894_20230311_123500_2-4_heavy_afternoon.wav,2023-03-11 12:35:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,3,11,12,35,0,
SMM00894_20230311_124000_1-8_heavy_afternoon.wav,2023-03-11 12:40:00,afternoon,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,3,11,12,40,0,
SMM00894_20230319_191500_2-6_heavy_night.wav,2023-03-19 19:15:00,night,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,3,19,19,15,0,
SMM00894_20230319_192000_2-6_heavy_night.wav,2023-03-19 19:20:00,night,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,3,19,19,20,0,
SMM00894_20230319_192500_3-0_heavy_night.wav,2023-03-19 19:25:00,night,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,3,19,19,25,0,
SMM00894_20230319_194000_2-6_heavy_night.wav,2023-03-19 19:40:00,night,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,3,19,19,40,0,
SMM00894_20230319_194500_1-6_heavy_night.wav,2023-03-19 19:45:00,night,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,3,19,19,45,0,
SMM00894_20230325_140000_1-4_heavy_afternoon.wav,2023-03-25 14:00:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,3,25,14,0,0,
SMM00894_20230328_140500_1-4_heavy_afternoon.wav,2023-03-28 14:05:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,3,28,14,5,0,
SMM00894_20230328_141000_1-0_heavy_afternoon.wav,2023-03-28 14:10:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,3,28,14,10,0,
SMM00894_20230329_162500_3-4_heavy_afternoon.wav,2023-03-29 16:25:00,afternoon,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,3,29,16,25,0,
SMM00894_20230329_163000_3-6_heavy_afternoon.wav,2023-03-29 16:30:00,afternoon,3.6,43.2,heavy,SMM00894,IDSM,.wav,2023,3,29,16,30,0,
SMM00894_20230329_164000_2-8_heavy_afternoon.wav,2023-03-29 16:40:00,afternoon,2.8,33.6,heavy,SMM00894,IDSM,.wav,2023,3,29,16,40,0,
SMM00894_20230401_130500_2-8_heavy_afternoon.wav,2023-04-01 13:05:00,afternoon,2.8,33.6,heavy,SMM00894,IDSM,.wav,2023,4,1,13,5,0,
SMM00894_20230401_131000_1-8_heavy_afternoon.wav,2023-04-01 13:10:00,afternoon,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,4,1,13,10,0,
SMM00894_20230401_132000_1-4_heavy_afternoon.wav,2023-04-01 13:20:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,4,1,13,20,0,
SMM00894_20230401_132500_2-0_heavy_afternoon.wav,2023-04-01 13:25:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,4,1,13,25,0,
SMM00894_20230401_133000_1-6_heavy_afternoon.wav,2023-04-01 13:30:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,4,1,13,30,0,
SMM00894_20230402_173500_2-6_heavy_afternoon.wav,2023-04-02 17:35:00,afternoon,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,4,2,17,35,0,
SMM00894_20230404_123000_3-0_heavy_afternoon.wav,2023-04-04 12:30:00,afternoon,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,4,4,12,30,0,
SMM00894_20230404_123500_3-4_heavy_afternoon.wav,2023-04-04 12:35:00,afternoon,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,4,4,12,35,0,
SMM00894_20230404_124000_3-4_heavy_afternoon.wav,2023-04-04 12:40:00,afternoon,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,4,4,12,40,0,
SMM00894_20230404_124500_3-0_heavy_afternoon.wav,2023-04-04 12:45:00,afternoon,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,4,4,12,45,0,
SMM00894_20230404_125000_1-6_heavy_afternoon.wav,2023-04-04 12:50:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,4,4,12,50,0,
SMM00894_20230404_125500_1-0_heavy_afternoon.wav,2023-04-04 12:55:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,4,12,55,0,
SMM00894_20230404_130000_1-0_heavy_afternoon.wav,2023-04-04 13:00:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,4,13,0,0,
SMM00894_20230404_130500_1-0_heavy_afternoon.wav,2023-04-04 13:05:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,4,13,5,0,
SMM00894_20230404_133500_1-0_heavy_afternoon.wav,2023-04-04 13:35:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,4,13,35,0,
SMM00894_20230404_134000_2-0_heavy_afternoon.wav,2023-04-04 13:40:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,4,4,13,40,0,
SMM00894_20230404_135000_1-6_heavy_afternoon.wav,2023-04-04 13:50:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,4,4,13,50,0,
SMM00894_20230404_135500_2-6_heavy_afternoon.wav,2023-04-04 13:55:00,afternoon,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,4,4,13,55,0,
SMM00894_20230404_140000_2-4_heavy_afternoon.wav,2023-04-04 14:00:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,4,4,14,0,0,
SMM00894_20230404_140500_1-2_heavy_afternoon.wav,2023-04-04 14:05:00,afternoon,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,4,14,5,0,
SMM00894_20230408_131000_2-2_heavy_afternoon.wav,2023-04-08 13:10:00,afternoon,2.2,26.4,heavy,SMM00894,IDSM,.wav,2023,4,8,13,10,0,
SMM00894_20230408_131500_1-0_heavy_afternoon.wav,2023-04-08 13:15:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,8,13,15,0,
SMM00894_20230408_132000_2-4_heavy_afternoon.wav,2023-04-08 13:20:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,4,8,13,20,0,
SMM00894_20230408_132500_2-0_heavy_afternoon.wav,2023-04-08 13:25:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,4,8,13,25,0,
SMM00894_20230408_133000_1-8_heavy_afternoon.wav,2023-04-08 13:30:00,afternoon,1.8,21.6,heavy,SMM00894,IDSM,.wav,2023,4,8,13,30,0,
SMM00894_20230408_133500_4-0_heavy_afternoon.wav,2023-04-08 13:35:00,afternoon,4.0,48.0,heavy,SMM00894,IDSM,.wav,2023,4,8,13,35,0,
SMM00894_20230408_134500_3-6_heavy_afternoon.wav,2023-04-08 13:45:00,afternoon,3.6,43.2,heavy,SMM00894,IDSM,.wav,2023,4,8,13,45,0,
SMM00894_20230408_135000_2-4_heavy_afternoon.wav,2023-04-08 13:50:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,4,8,13,50,0,
SMM00894_20230408_135500_1-2_heavy_afternoon.wav,2023-04-08 13:55:00,afternoon,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,8,13,55,0,
SMM00894_20230408_140000_1-2_heavy_afternoon.wav,2023-04-08 14:00:00,afternoon,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,8,14,0,0,
SMM00894_20230408_141500_1-0_heavy_afternoon.wav,2023-04-08 14:15:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,8,14,15,0,
SMM00894_20230409_221000_2-4_heavy_night.wav,2023-04-09 22:10:00,night,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,4,9,22,10,0,
SMM00894_20230409_221500_1-0_heavy_night.wav,2023-04-09 22:15:00,night,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,9,22,15,0,
SMM00894_20230411_121000_1-0_heavy_afternoon.wav,2023-04-11 12:10:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,11,12,10,0,
SMM00894_20230411_130000_1-2_heavy_afternoon.wav,2023-04-11 13:00:00,afternoon,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,11,13,0,0,
SMM00894_20230411_130500_2-6_heavy_afternoon.wav,2023-04-11 13:05:00,afternoon,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,4,11,13,5,0,
SMM00894_20230411_131000_1-4_heavy_afternoon.wav,2023-04-11 13:10:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,4,11,13,10,0,
SMM00894_20230411_131500_2-0_heavy_afternoon.wav,2023-04-11 13:15:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,4,11,13,15,0,
SMM00894_20230411_132000_2-4_heavy_afternoon.wav,2023-04-11 13:20:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,4,11,13,20,0,
SMM00894_20230411_132500_3-8_heavy_afternoon.wav,2023-04-11 13:25:00,afternoon,3.8,45.6,heavy,SMM00894,IDSM,.wav,2023,4,11,13,25,0,
SMM00894_20230411_133000_3-4_heavy_afternoon.wav,2023-04-11 13:30:00,afternoon,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,4,11,13,30,0,
SMM00894_20230411_133500_1-6_heavy_afternoon.wav,2023-04-11 13:35:00,afternoon,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,4,11,13,35,0,
SMM00894_20230411_134000_2-2_heavy_afternoon.wav,2023-04-11 13:40:00,afternoon,2.2,26.4,heavy,SMM00894,IDSM,.wav,2023,4,11,13,40,0,
SMM00894_20230413_231500_3-6_heavy_night.wav,2023-04-13 23:15:00,night,3.6,43.2,heavy,SMM00894,IDSM,.wav,2023,4,13,23,15,0,
SMM00894_20230413_233000_2-6_heavy_night.wav,2023-04-13 23:30:00,night,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,4,13,23,30,0,
SMM00894_20230413_233500_1-6_heavy_night.wav,2023-04-13 23:35:00,night,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,4,13,23,35,0,
SMM00894_20230413_234000_1-0_heavy_night.wav,2023-04-13 23:40:00,night,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,13,23,40,0,
SMM00894_20230413_235000_1-2_heavy_night.wav,2023-04-13 23:50:00,night,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,13,23,50,0,
SMM00894_20230413_235500_1-4_heavy_night.wav,2023-04-13 23:55:00,night,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,4,13,23,55,0,
SMM00894_20230417_001000_1-0_heavy_night.wav,2023-04-17 00:10:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,0,10,0,
SMM00894_20230417_002000_3-4_heavy_night.wav,2023-04-17 00:20:00,overnight,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,4,17,0,20,0,
SMM00894_20230417_002500_2-6_heavy_night.wav,2023-04-17 00:25:00,overnight,2.6,31.2,heavy,SMM00894,IDSM,.wav,2023,4,17,0,25,0,
SMM00894_20230417_003000_1-0_heavy_night.wav,2023-04-17 00:30:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,0,30,0,
SMM00894_20230417_003500_1-2_heavy_night.wav,2023-04-17 00:35:00,overnight,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,17,0,35,0,
SMM00894_20230417_030000_1-0_heavy_night.wav,2023-04-17 03:00:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,3,0,0,
SMM00894_20230417_030500_1-0_heavy_night.wav,2023-04-17 03:05:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,3,5,0,
SMM00894_20230417_041500_1-0_heavy_night.wav,2023-04-17 04:15:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,4,15,0,
SMM00894_20230417_042000_1-0_heavy_night.wav,2023-04-17 04:20:00,overnight,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,17,4,20,0,
SMM00894_20230420_195000_1-0_heavy_night.wav,2023-04-20 19:50:00,night,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,20,19,50,0,
SMM00894_20230420_195500_1-0_heavy_night.wav,2023-04-20 19:55:00,night,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,20,19,55,0,
SMM00894_20230420_203000_2-2_heavy_night.wav,2023-04-20 20:30:00,night,2.2,26.4,heavy,SMM00894,IDSM,.wav,2023,4,20,20,30,0,
SMM00894_20230421_130500_1-0_heavy_afternoon.wav,2023-04-21 13:05:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,4,21,13,5,0,
SMM00894_20230421_134500_2-2_heavy_afternoon.wav,2023-04-21 13:45:00,afternoon,2.2,26.4,heavy,SMM00894,IDSM,.wav,2023,4,21,13,45,0,
SMM00894_20230421_135000_2-0_heavy_afternoon.wav,2023-04-21 13:50:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,4,21,13,50,0,
SMM00894_20230421_140000_2-8_heavy_afternoon.wav,2023-04-21 14:00:00,afternoon,2.8,33.6,heavy,SMM00894,IDSM,.wav,2023,4,21,14,0,0,
SMM00894_20230421_140500_3-8_heavy_afternoon.wav,2023-04-21 14:05:00,afternoon,3.8,45.6,heavy,SMM00894,IDSM,.wav,2023,4,21,14,5,0,
SMM00894_20230421_141000_1-4_heavy_afternoon.wav,2023-04-21 14:10:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,4,21,14,10,0,
SMM00894_20230421_142500_1-2_heavy_afternoon.wav,2023-04-21 14:25:00,afternoon,1.2,14.4,heavy,SMM00894,IDSM,.wav,2023,4,21,14,25,0,
SMM00894_20230502_094500_1-4_heavy_morning.wav,2023-05-02 09:45:00,morning,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,5,2,9,45,0,
SMM00894_20230502_095000_1-4_heavy_morning.wav,2023-05-02 09:50:00,morning,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,5,2,9,50,0,
SMM00894_20230504_120500_1-0_heavy_afternoon.wav,2023-05-04 12:05:00,afternoon,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,5,4,12,5,0,
SMM00894_20230504_122000_2-4_heavy_afternoon.wav,2023-05-04 12:20:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,5,4,12,20,0,
SMM00894_20230504_122500_2-4_heavy_afternoon.wav,2023-05-04 12:25:00,afternoon,2.4,28.8,heavy,SMM00894,IDSM,.wav,2023,5,4,12,25,0,
SMM00894_20230504_123000_2-0_heavy_afternoon.wav,2023-05-04 12:30:00,afternoon,2.0,24.0,heavy,SMM00894,IDSM,.wav,2023,5,4,12,30,0,
SMM00894_20230504_123500_1-4_heavy_afternoon.wav,2023-05-04 12:35:00,afternoon,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,5,4,12,35,0,
SMM00894_20230505_192000_4-0_heavy_night.wav,2023-05-05 19:20:00,night,4.0,48.0,heavy,SMM00894,IDSM,.wav,2023,5,5,19,20,0,
SMM00894_20230508_101500_1-0_heavy_morning.wav,2023-05-08 10:15:00,morning,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,5,8,10,15,0,
SMM00894_20230508_110500_1-4_heavy_morning.wav,2023-05-08 11:05:00,morning,1.4,16.8,heavy,SMM00894,IDSM,.wav,2023,5,8,11,5,0,
SMM00894_20230508_111500_3-0_heavy_morning.wav,2023-05-08 11:15:00,morning,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,5,8,11,15,0,
SMM00894_20230508_112500_3-4_heavy_morning.wav,2023-05-08 11:25:00,morning,3.4,40.8,heavy,SMM00894,IDSM,.wav,2023,5,8,11,25,0,
SMM00894_20230508_113000_1-6_heavy_morning.wav,2023-05-08 11:30:00,morning,1.6,19.2,heavy,SMM00894,IDSM,.wav,2023,5,8,11,30,0,
SMM00894_20230510_225000_3-0_heavy_night.wav,2023-05-10 22:50:00,night,3.0,36.0,heavy,SMM00894,IDSM,.wav,2023,5,10,22,50,0,
SMM00894_20230510_231000_1-0_heavy_night.wav,2023-05-10 23:10:00,night,1.0,12.0,heavy,SMM00894,IDSM,.wav,2023,5,10,23,10,0,
